OBJECTID,GPS_YEAR,PROPERTY,HOLES,ACTIVE,ASPECT,LANDUSE,VEG_TYPE,AG_LEASE,YOUNG_EMER,INFLUENCE,DENSITY,STATUS,PDOG_CAT,CATEGORY_L,REMARKS,RELOCATION,Town,Encroaching,Acreage,ShapeSTArea,ShapeSTLength
1154,2003,Western Mobile,0,active,varied,multi-use,irrigated grass,,yes,,0,,UND,Undetermined,, ,3,off of property,0.01334257,581.2021484375,146.54437374377
1155,2003,Western Mobile,0,active,varied,multi-use,irrigated grass,,yes,,0,,UND,Undetermined,, ,3,off of property,2.466818,107454.591552734,2204.41200206595
1156,2003,Western Mobile,0,active,varied,multi-use,irrigated grass,,yes,,0,,UND,Undetermined,, ,3,off of property,19.75907877,860705.471679688,11125.4621366409
1157,2003,Hansen,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,41.30342094,1799177.015625,10590.5691328545
1158,2003,Gage,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,,yes,2,none,0.45305173,19734.9328613281,699.540479608656
1159,2003,Longmont-Hygeine Buf,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,1,none,0.54088275,23560.8520507812,1281.79435589458
1160,2003,Lohr,0,active,south,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,0,both,10.79550651,470252.264160156,9774.87876153817
1161,2003,Toteve,0,active,south,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,,yes,2,none,5.81393292,253254.917236328,2829.25981765502
1162,2003,J. Clark Farms,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,both,0.52438339,22842.1408691406,1026.66904397963
1163,2003,Burchfield,0,active,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,1,both,11.8135891,514599.942626953,4406.82208938965
1164,2003,Dowe Flats,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,3,none,130.9854569,5705726.49951172,24796.3731197989
1165,2003,Sisters of St. Franc,0,,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,2,none,1.30380666,56793.818359375,1083.30970450493
1166,2003,Ludlow,0,inactive,varied,agricultural,irrigated crop,,yes,,0,,UND,Undetermined,, ,1,none,0.60598191,26396.572265625,610.804832962484
1167,2003,Rock Creek Farm,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,133.37927518,5810001.22631836,18173.6707328951
1168,2003,Rock Creek Farm,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,16.83463833,733316.845947266,7338.25233137556
1169,2003,Rock Creek Farm,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,20.18901498,879433.491699219,8205.14318220551
1170,2003,Rock Creek Farm,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,68.03137218,2963446.57202148,17414.7335992154
1171,2003,Cohig,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,2,none,39.95460827,1740422.73486328,10400.8436508794
1172,2003,Cohig,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,none,5.31208201,231394.293212891,2816.46284154254
1173,2003,Rock Creek Farm,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,6,none,35.3868125,1541449.55297852,5298.84086769695
1174,2003,Rock Creek Farm,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,6,none,0.24641756,10733.9494628906,477.694850155787
1175,2003,Rock Creek Farm,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,6,none,1.6441143,71617.6193847656,4589.51098377136
1176,2003,Monarch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,18.71544667,815244.856689453,7403.1059589479
1177,2003,Monarch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,3.0190682,131510.611816406,1914.26872106061
1178,2003,Bouzarelos,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,30.59920076,1332901.18432617,6712.8958856634
1179,2003,Imel,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,both,2.46856025,107530.485595703,1504.91181975046
1180,2003,Imel,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,both,10.79239805,470116.858886719,2937.39229589366
1181,2003,Monarch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,1.79914338,78370.6853027344,1770.77444838028
1182,2003,Monarch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,14.05147254,612082.143310547,4540.00463144438
1183,2003,Bouzarelos,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,7.60696067,331359.206298828,3146.52626755288
1184,2003,Imel,0,active,varied,agricultural,irrigated grass,,yes,,0,,UND,Undetermined,, ,1,both,60.63793239,2641388.33837891,13774.2556877372
1185,2003,Keyes,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,58.91510369,2566341.91601562,8460.86280190554
1186,2003,Suitts,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.00535934,233.452880859375,74.4909293702232
1187,2003,Suitts,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,14.81087294,645161.622558594,5047.77874791669
1188,2003,Suitts,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.30366423,13227.6154785156,921.117412582469
1189,2003,Suitts,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,1.363216,59381.6877441406,1806.14681245953
1190,2003,Keyes,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,38.61352753,1682005.26049805,7521.81187838966
1191,2003,Cushman,0,active,west,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,79.48701596,3462454.41601562,13126.9060572232
1192,2003,Cushman,0,active,west,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,1.25132089,54507.5375976562,1814.52276972312
1193,2003,Dowe Flats,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.23554034,10260.1376953125,475.399213574435
1194,2003,Dowe Flats,0,active,varied, multi-use,intro range,,yes,,0,,UND,Undetermined,, ,1,none,10.39624949,452860.628173828,3795.07703177728
1195,2003,Bullock,0,active,east,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,none,9.81417856,427505.616699219,3769.11418113901
1196,2003,Bullock,0,active,east,tbd,intro range,,yes,,0,,UND,Undetermined,, ,2,none,0.04685769,2041.12060546875,344.859416940662
1197,2003,Centennial Ranch,0,active,varied,multi-use,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,221.64877784,9655020.75854492,23252.9164175106
1198,2003,Centennial Ranch,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,15.88549777,691972.283447266,3793.65547863818
1199,2003,Centennial Ranch,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,2,off of property,15.32321466,667479.230957031,4178.82336089378
1200,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,3,none,6.81261507,296757.513916016,5103.61232670769
1201,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,3,none,3.8247094,166604.341796875,3993.27287102065
1202,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,3,none,0.09896154,4310.76513671875,328.249999672174
1203,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,3,none,0.18692015,8142.24194335938,606.065026367246
1204,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,1.51337702,65922.7041015625,2086.62343097307
1205,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.00470559,204.9755859375,66.196649912423
1206,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.04581564,1995.72924804688,325.58851207438
1207,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.46486044,20249.3210449219,808.698768580971
1208,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.89226571,38867.095703125,1424.81806423396
1209,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,3.85623988,167977.809814453,3471.72529713947
1210,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.28880865,12580.5041503906,575.908787430017
1211,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.00378647,164.938720703125,57.5199977877568
1212,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.20956105,9128.4794921875,387.824798472003
1213,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,1.56119268,68005.5532226562,1465.62068364379
1214,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.19840386,8642.47192382812,388.817034991647
1215,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.22254443,9694.03515625,459.500393301249
1216,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.20077452,8745.73828125,387.160643073701
1217,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,3.17584541,138339.825927734,1837.91380895456
1218,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,1.58693766,69127.0051269531,1742.10847394309
1219,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,11.97972136,521836.661865234,10506.3315669379
1220,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.04139975,1803.37329101562,320.44089869969
1221,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.62977029,27432.7937011719,900.57782113886
1222,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,33.52947122,1460543.76513672,18476.0826459499
1223,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.04526977,1971.95166015625,191.004052985417
1224,2003,Heil Valley Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,0.00474589,206.731201171875,71.6031569260828
1225,2003,Heil Valley Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,4,none,1.6613925,72370.2570800781,2360.64712213029
1226,2003,Heil Valley Ranch,0,active,north,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,5,none,1.5970721,69568.4606933594,1122.10611676928
1227,2003,Heil Valley Ranch,0,active,north,tbd,intro range,,yes,,0,,UND,Undetermined,, ,5,none,0.31771491,13839.6616210938,642.946958994358
1228,2003,Heil Valley Ranch,0,active,north,tbd,intro range,,yes,,0,,UND,Undetermined,, ,5,none,0.003374,146.971435546875,59.9705729126329
1229,2003,Heil Valley Ranch,0,active,north,tbd,intro range,,yes,,0,,UND,Undetermined,, ,5,none,0.00194246,84.613525390625,49.6771017043611
1230,2003,Hall Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.00105335,45.884033203125,34.4583905753561
1231,2003,Hall Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.42270649,18413.0942382812,649.758203118667
1232,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,1.7631816,76804.1928710938,2311.74830350475
1233,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.28523739,12424.94140625,645.723857031092
1234,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.01956988,852.46435546875,181.333790737533
1235,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.1518833,6616.03637695312,327.796851502973
1236,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.06729095,2931.19409179688,234.560137113063
1237,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.15331033,6678.19848632812,341.240426545745
1238,2003,Hall Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.01773092,772.35791015625,254.107815946191
1239,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.5737155,24991.0485839844,870.158626274454
1240,2003,Hall Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.26842851,11692.7453613281,624.597962104489
1241,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.20077613,8745.80810546875,387.161030372102
1242,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,4.51209569,196546.888183594,3069.31188076281
1243,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.15643828,6814.4521484375,400.10223974251
1244,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.11756798,5121.26171875,459.955885243513
1245,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.0123579,538.310546875,94.8247518470442
1246,2003,Hall Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,10.01291263,436162.473388672,5203.44070613146
1247,2003,Hall Ranch,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,32.68924627,1423943.56616211,10019.0773348881
1248,2003,Hall Ranch,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,0.32842043,14305.9948730469,1097.05775010391
1249,2003,Dowe Flats,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,4.11325463,179173.371582031,2489.0153348031
1250,2003,Dowe Flats,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,none,4.57142884,199131.44140625,2382.34058367467
1251,2003,Imel,0,active,varied,agricultural,intro range,,yes,,0,,UND,Undetermined,, ,0,none,23.87867836,1040155.23022461,10182.5955572612
1252,2003,Trillium,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,none,3.36496317,146577.796875,3041.18852364571
1253,2003,Trillium,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,2,none,0.51014504,22221.91796875,1524.43927828165
1254,2003,Trillium,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,3,none,0.05206992,2268.16625976562,283.785491585045
1255,2003,Trillium,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,4,none,4.4010134,191708.143798828,3184.85524864344
1256,2003,NW Dowe Flats,0,active,east,tbd,intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,39.20731653,1707870.71411133,12707.4144066549
1257,2003,NW Dowe Flats,0,active,east,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,1,off of property,0.06154942,2681.09326171875,319.066481663438
1258,2003,Rabbit Mountain,0,active,south,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,9,none,0.04866085,2119.66650390625,230.55547912923
1259,2003,Rabbit Mountain,0,active,south,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,9,none,0.24241775,10559.7177734375,561.653981228731
1260,2003,Rabbit Mountain,0,active,south,tbd,intro range,,yes,,0,,UND,Undetermined,, ,9,none,8.26382305,359972.131591797,4034.69653417903
1261,2003,Rabbit Mountain,0,active,south,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,9,none,3.53179077,153844.806152344,1968.49162591516
1262,2003,Rabbit Mountain,0,active,south,tbd,intro range,,yes,,0,,UND,Undetermined,, ,9,none,0.01969879,858.080322265625,181.842673032725
1263,2003,Rabbit Mountain,0,active,south,tbd,intro range,,yes,,0,,UND,Undetermined,, ,9,none,6.81073837,296675.762451172,3415.47355160772
1264,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,11,none,18.49792312,805769.53125,6553.21299364383
1265,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,11,none,0.00570755,248.62060546875,74.7212388291449
1266,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,11,none,2.41511144,105202.254150391,2029.05503115409
1267,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,11,none,0.71387722,31096.4916992188,1195.66890624821
1268,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,11,none,0.02781227,1211.5029296875,351.283902057753
1269,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,11,none,130.56948136,5687606.60400391,36974.5992007367
1270,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,11,none,0.07239901,3153.701171875,1104.04020838045
1271,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,12,both,2.36351998,102954.931640625,1735.32385644978
1272,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,, ,12,both,3.05739031,133179.922607422,1967.1420056507
1273,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,12,both,2.07563713,90414.7534179688,2101.65760403631
1274,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,,no,1,none,0.04798498,2090.22583007812,283.657551276913
1275,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,,no,1,none,24.5009315,1067260.57617188,4362.20299712983
1276,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,,no,1,none,5.35059861,233072.074951172,3616.77671667589
1277,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,,no,1,none,0.12865246,5604.10229492188,539.726219113114
1278,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,,no,1,none,0.1481117,6451.74560546875,459.500393331051
1279,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,,no,1,none,0.45860021,19976.6259765625,1209.70460148228
1280,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,,no,1,none,15.97415756,695834.302734375,4893.93679978196
1281,2003,Rabbit Mountain,0,active,varied,tbd,intro range,,yes,,0,,UND,Undetermined,,no,1,none,0.56213448,24486.5778808594,919.548824369114
1282,2003,Rabbit Mountain,0,active,east,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,6,none,0.63392252,27613.6652832031,1231.20528643606
1283,2003,Rabbit Mountain,0,active,varied,wildlife (HCA),native range,,yes,,0,,UND,Undetermined,, ,3,onto property,0.01536618,669.3515625,196.592641323551
1284,2003,Rabbit Mountain,0,active,east,tbd,intro range,,yes,,0,,UND,Undetermined,, ,6,none,1.71776889,74826.0124511719,2118.50102148027
1285,2003,Rabbit Mountain,0,active,varied,tbd,native range,,yes,,0,,UND,Undetermined,, ,3,onto property,0.15525729,6763.00732421875,443.908834274357
1286,2003,Rabbit Mountain,0,active,west,tbd,intro range,,yes,,0,,UND,Undetermined,, ,5,none,0.0185944,809.97216796875,133.70644521523
1287,2003,Rabbit Mountain,0,active,west,wildlife (HCA),intro range,,yes,,0,,UND,Undetermined,, ,5,none,1.51470978,65980.7590332031,1306.32710605269
